male,supplemental_o2_duration,hospital_stay,sga,m24_ec_ss,m24_cong_ss,m24_rc_ss,m24_fm_ss,m24_gm_ss,m_chat_r
-0.00520091757633286,0.0023717238833517898,-0.003604387491430687,-0.00411063650266307,-0.011365553973527405,0.0011548805568739177,-0.0027435005009755816,0.005915466961978593,0.003699309181036761,-0.019338975900437698
0.00889099825976902,0.0009109845488582956,0.0012933080208827727,-0.0037586352370405484,-0.013028001898433793,-0.0008846174128566119,-0.009705742762221168,0.007258872541264573,0.0054922744291515104,-0.02969203185150029
-0.005671570953962983,0.0008872541264567845,-6.855455360438818e-05,-0.0036821705426356554,-0.005591151189157836,0.0018285608817170313,-0.0034923271634235086,0.00375731688024047,0.005146864947529403,-0.02633681379528556
0.00990349628223382,0.004489004904287285,-0.006420397616410907,-0.005815271845172167,-0.018416126140378644,0.0023005326161472427,-0.007991878922111477,0.004201603121868908,0.004821230817908566,-0.02029478458049887
0.009484258819806992,-0.0004732900912302957,0.0018193323841164406,-0.002901703316985705,-0.009272003374993409,0.0007712387280493606,-0.006767125454833097,0.0059497442387807875,0.0017784633233138244,-0.03361150661815114
0.013706955650477231,-0.00046274323682962736,0.004094816221062073,-0.008301692770131305,0.0035173759426251104,0.0044389073458840885,-0.0046340241522965795,0.0034606866002214872,0.0020658651057322204,-0.05110873806887094
-0.0037731371618414835,0.001601803512102516,-0.0026393503137689222,-0.0021225544481358397,-0.010330643885461168,0.0014356905552918905,-0.002574750830564782,0.0013763644992880895,0.003088909982597693,-0.01928492327163424
-0.0038258714338448574,0.001873385012919891,-0.002222749564942257,-0.0022754838369456244,-0.010292411538258729,-0.002336128249749504,-0.005016347624321043,0.007660971365290312,-0.00026235300321678475,-0.016525602489057642
0.044226915572430615,0.0057744027843696115,-0.0015622528080999458,0.1158980646522174,0.06467067447133915,-0.021064704951748153,-0.12483520539998971,0.00345936824342141,0.01579918789221118,-0.1355890418182778
0.016412223804250347,0.011199441016716731,-0.007098033011654251,-0.02402441596793754,0.014678584612139415,0.0027856879185782684,-0.005567420766756326,0.014739229024943325,0.007953646574909037,-0.06430153456731524
-0.003798185941043082,0.0005932605600379656,0.00031904234562041706,-0.001861519801719133,-0.010109159943046994,-1.5820281601007738e-05,-0.004581289880293198,0.0032365659442071416,0.0033802668354163405,-0.02038575119970469
