male,supplemental_o2_duration,hospital_stay,sga,m24_ec_ss,m24_cong_ss,m24_rc_ss,m24_fm_ss,m24_gm_ss,m_chat_r2f
0.07850814744502446,0.1307295786531666,0.09344908506038131,0.0017956019617140831,0.07271265095185374,0.12152612983177767,0.1210673416653484,0.10541317302114658,0.09997495122079862,-0.01122317143911844
-0.02082740072773289,-0.018396350788377282,-0.015426092917787284,-0.004574698096292766,-0.028055951062595563,-0.02279175235985867,-0.02853451458102626,-0.02267046353425095,-0.01122185308231827,-0.013547434477667042
0.003066497916996251,-0.03286927173970362,-0.030962927806781733,-0.008274007277329493,-0.02580947107525178,-0.01759083478352579,-0.012658861994410084,-0.013418235511258814,-0.02667563149290727,-0.020853767863734635
-0.02637900121288824,-0.01237805199599212,-0.008909455254970255,-0.006606285925222763,-0.038874386964088,-0.023149027052681476,-0.02597953910246268,-0.014975214892158433,-0.01572272319780626,-0.01307282602963672
-0.02568686389284392,-0.021772662553393437,-0.022918314612666822,-0.005844275694774054,-0.03284817803090232,-0.01251516110320092,-0.019929599746875467,-0.014665401044138594,-0.009453936613405073,-0.02041211833570636
-0.0407741391130095,-0.030815271845172142,-0.03291541422770664,-0.007994515635711671,-0.002408637873754135,-0.017700258397932784,-0.010197489848652609,-0.010577176607076957,-0.007599008595686341,-0.025064599483204192
0.003033538996994099,-0.02159468438538211,-0.010132890365448595,-0.009703106048620966,-0.06675367821547223,-0.03474133839582337,-0.009326056003796815,-0.00918762853978798,-0.010283183040658124,-0.01735748562991088
0.0006314929072404265,-0.008765754363761005,-0.0121196540631757,-0.004834414385909383,-0.040006855455360424,-0.02775009228497598,-0.030348573537942302,-0.03505510731424351,-0.01235300321679058,-0.01544454991298852
-0.04006881822496437,-0.014451827242524895,-0.015337763012181703,0.011993091810367541,0.008967462954173907,-0.026682223276907568,-0.04898618362073508,-0.02640800506249013,-0.019026525338817737,-0.016045720613826947
-0.042096450983494176,-0.01535094658018242,-0.017335073564309474,-0.010177714496651297,0.005310341190739818,-0.017710805252333404,-0.0106813267942836,-0.04222433159310241,-0.019070031113220472,-0.016710172441069537
0.0009175763328586857,-0.01491325212255446,-0.019999472657280085,-0.005399989453145552,-0.04582212730053262,-0.027597162896166177,-0.032121763434055824,-0.014236935084111169,-0.00843880187734004,-0.018434583135579746
-0.025475926804830466,-0.025473290091230363,-0.014405684754522047,-0.007707113853293241,-0.028803459368243384,-0.011584401202341388,-0.01403127142329797,-0.02686283815851921,-0.018541370036386617,-0.013161155935242308
0.0021977007857406057,-0.018524231397985612,-0.011642408901545167,-0.008404524600537821,-0.0308205452723725,-0.01585060380741443,-0.013101829879238459,-0.05146996783209408,-0.020727205610926534,-0.017702895111532974
-0.16642013394505153,-0.021820123398196237,0.01258371565680567,-0.019410167167642108,-0.05849680957654408,-0.0944655381532461,0.07288008226546504,-0.10385223856984703,-0.11316906607604317,0.30612376733639257
0.00020830037441333253,-0.022620365975847725,-0.02313452512788069,-0.0055792859779570545,-0.039251437008912156,-0.02237910668143226,-0.026785055107314215,-0.012471655328798145,-0.014374044191319954,-0.019659336602858096
0.0013526340768865712,-0.02781996519538051,-0.020103622844486663,-0.007038706955650446,-0.03738332542319256,-0.007518588830881119,-0.019225597215630393,-0.020859041290935007,-0.014669356114538842,-0.03278094183409802
-0.030994568369983683,-0.015385223856984685,-0.014201339450508969,-0.00813821652692081,-0.04175763328587246,-0.01562120972419972,-0.015799187892211103,-0.0073511575172704804,-0.02120445077255708,-0.015593524231397982
-0.028922111480250985,-0.010777566840689765,-0.01664425460106528,-0.006071033064388538,-0.032530454042081935,-0.016236882349839152,-0.015870379159415672,-0.03480461952222752,-0.009703106048621029,-0.014486104519327081
0.03426013816379235,0.10417523598586728,0.04055397352739552,-0.008361018826135541,0.0627748773928174,0.05561883668195928,0.09370352792279703,0.051248483889679786,-0.015001582028160525,0.3949810156620805
0.046721246638189995,0.10259320782576596,0.11622897220903909,0.0021172810209350934,0.12042134683330681,0.11757105943152442,0.09506011707008376,0.10717713441965943,0.11683673469387791,-0.01077361177028957
-0.036445973738332554,-0.0260335917312662,-0.025267626430417228,-0.009453936613404995,0.01235695828719086,-0.010652322944681722,-0.01410378104730259,-0.01648737014185519,-0.028651848336233694,-0.031307018931603675
0.008926593893371314,-0.016798502346675143,-0.002682856088171763,-0.007931234509307586,-0.03509070294784576,-0.008829035490164993,-0.10303485735379433,-0.0030744080577967286,0.004064494014660132,-0.021596002742182097
-0.02555107314243527,-0.011543532141538783,-0.008229183146126725,-0.006607604282022862,-0.03754548330960289,-0.01719137267310022,-0.026175974265675268,-0.026440963982492207,-0.014186837525707973,-0.012574487159204756
0.00966619205821863,-0.014293624426514856,-0.016943521594684374,-0.022137847387016785,-0.08582502768549274,-0.009907451352634083,-0.008080208827717114,0.0011034646416706476,-0.007127036861256137,-0.032501450192480186
-0.03704318936877074,-0.018483362337182955,-0.015573748879396845,-0.010718240784685924,-0.024177345356747353,-0.01627115962664134,-0.022484575225438928,-0.015758318831408557,-0.007886410378104702,-0.01765016083952964
-0.04483731477086965,-0.01249802246479991,-0.015171650055371034,-0.010673416653483087,-0.025788377366450448,-0.017665981121130554,-0.009365606707799332,-0.006101355270790497,-0.027984759795391,-0.015960027421821482
0.0072535991140641595,-0.00802088277171337,-0.007182407846859738,-0.00747771977007853,-0.10166903970890678,-0.015005537098560295,-0.006901597848441678,-0.012905394716025932,-0.011596266413542153,-0.022541264567842667
0.01953277435005009,0.058300374413331024,0.05251015134736086,-0.023000052734272528,0.17138770236776893,0.12149053419817549,0.1505299794336336,0.12607446079206902,0.1615633074935403,-0.02443574328956377
-0.033052523334915304,-0.014517745082529086,-0.010583768391077471,-0.010061699098243958,-0.04227179243790541,-0.026356589147286794,-0.013677951800875379,-0.009782207456626056,-0.011546168855138981,-0.014196066023308529
-0.028678215472235438,-0.014404366397721875,-0.015954753994621148,-0.00757000474608447,-0.03929494278331489,-0.02137188208616774,-0.01446632916732582,-0.012790697674418643,-0.01786109792754314,-0.013654221378473802
-0.025183251595211745,-0.02369614512471652,-0.021286188894162325,-0.006143542688393158,-0.03492327163423513,-0.020985603543743025,-0.01657174497706056,-0.012247534672783843,-0.008527131782945783,-0.016482096714654892
-0.03527263618625743,-0.012997679692031888,-0.014413594895322549,-0.010694510362284445,-0.03821125349364549,-0.008086800611717534,-0.01847149712598213,-0.0198584084796709,-0.010633865949480563,-0.01740626483151403
0.001112693139271216,-0.0208181722301324,-0.025516795865633133,-0.006764488741232929,-0.015328534514581035,-0.02737963402415225,-0.013323313821652687,-0.019829404630069075,-0.016087908031429593,-0.042110952908295085
0.00010283183040654795,-0.020410799978906328,-0.02068765490692409,-0.004860781521911042,-0.039782734799346096,-0.02084981279333435,-0.028653166693033794,-0.022479301798238645,-0.007932552866107629,-0.02049253810051152
-0.04165611981226596,-0.009642461635817121,-0.009094025206982109,-0.007808627326899782,-0.07232900912302911,-0.009701787691820842,-0.008339925117333747,-0.008023519485313423,-0.004118546643463573,-0.015332489584981318
0.0014014132784896756,-0.012946263776828554,-0.006115857195591439,-0.006365026630807358,-0.04333702473237361,-0.03181194958603592,-0.010165849285450536,-0.052445551864156545,-0.00940647576860201,-0.014853926066550699
0.0009188946896588068,-0.019481358434846874,-0.01266281706481051,-0.007604282022886662,-0.0403680852185836,-0.01365553973527387,-0.010313505247060012,-0.03540051679586564,-0.027779096134577862,-0.019700205663660764
-0.03316590201972262,-0.012437378051996009,-0.010368876232663693,-0.006490270526815314,-0.04241681168591467,-0.015905974793017957,-0.0292147866898697,-0.009720244687022105,-0.011688551389548094,-0.014637715551336805
0.04987607446079191,0.12760243632336654,0.11783868586194202,-0.00030981384802032127,0.10081738121605241,0.10427938617307378,0.10359779570743033,0.12213125560301664,0.09488609397247266,-0.006765807098032872
0.0007738754416494473,-0.01590465643621789,-0.014377999261720242,-0.009022833939777437,-0.04147023150345409,-0.011360280546327046,-0.011779518008753818,-0.0228181194958603,-0.04005827137056377,-0.02002847650688183
-0.02479301798238674,-0.018165638348362614,-0.017586879713125624,-0.006237146021199157,-0.029514053683488896,-0.02128618889416229,-0.013703000580076978,-0.02370405526551709,-0.016493961925855623,-0.014562569213731974
-0.03578943205189055,-0.01830142909877137,-0.013720139218478191,-0.012115698992775368,-0.039801191794547205,-0.019282286558034045,-0.01039788008226538,-0.008947687602172641,-0.011949586035964778,-0.015741180193007437
