male,supplemental_o2_duration,hospital_stay,sga,m24_ec_ss,m24_cong_ss,m24_rc_ss,m24_fm_ss,m24_gm_ss,m_chat_f
0.007707113853293256,-0.026349997363286373,0.029420450350682893,-0.005701893160364923,-0.011771607867953386,-0.00041660074882665725,-0.009501397458208095,-0.005055898328323578,0.005082265464325266,-0.04321309919316564
-0.007215366766861786,-0.00019907187681274062,0.004833096029109306,-0.003755998523440376,-0.008715656805357805,-0.0012761693824816602,-0.017598744924326323,-0.004432315561883667,0.007229868691662724,-0.028670305331434904
0.006834361651637396,-0.013174339503243142,0.013488108421663236,-0.007183726203659758,-0.006805357802035545,-0.00011469704160733902,-0.0116437272583452,-0.001691451774508254,0.010822390971892634,-0.05033222591362127
-0.009443389759004375,-0.026154880556873896,0.027568159046564348,-0.004423087064283077,-0.011717555239149923,-0.0010217265200653813,-0.015279755312977905,-0.0033894953330169354,0.008753889152560255,-0.024692822865580354
-0.011104519327110702,0.018847228814006176,0.0009703106048621057,-0.004833096029109309,-0.00973738332542318,-2.768549280175978e-05,-0.014093234192901961,-0.003468596741021985,0.0012300268944787337,-0.03758371565680536
-0.010342509096661921,0.006643199915625148,-0.00039418868322522646,-0.005244423350735636,-0.00031640563202024513,-0.0006011707008384664,-0.010082792807045294,-0.0018786584401202368,-5.405262880345242e-05,-0.03752966302800191
0.007699203712492749,-0.03895744344249323,0.03205848230765172,-0.004808047249907724,-0.01244133312239625,-0.00016743131361071281,-0.008417708168538731,-0.0003427727680219373,0.006034119073986179,-0.0404577334809893
0.004351895797078518,-0.010511258767072717,0.01579786953541106,-0.0037507250962400492,-0.009527764594209785,-0.0016176237937035162,-0.01558165902019722,-0.008125032958920001,-0.0007185044560459752,-0.03011786109792755
-0.02239624531983333,-0.0263803195696883,0.01846754205558191,0.046482624057374786,0.005102040816326523,-0.0005655750672361905,-0.034978642619838615,-0.005314296261140114,0.013705637293677159,-0.05392342983705106
-0.009303643938195428,-0.027440278436956164,0.018727258345198537,-0.004046037019458946,0.0006064441280388094,-0.00017534145441121466,-0.00772293413489427,-0.0037955492274429218,0.00846780572694194,-0.03511838844064758
0.005054579971523488,-0.009286505299794344,0.008826398776564883,-0.004191056267468222,-0.010193534778252382,-0.0012300268944787133,-0.015350946580182453,-0.003624162843431942,0.0043901281442809805,-0.03419553868058853
-0.011416969888730666,-0.044879502188472246,0.047812846068659993,-0.004412540209882415,-0.008386067605336714,-9.755840320624266e-05,-0.013133470442440542,-0.004921425934714977,0.014749775879343978,-0.03511575172704741
0.009770342245425305,-0.05863787375415277,0.040088593576965634,-0.005995886726783745,-0.005940515741180203,0.0001305173232083615,-0.013680588514475553,-0.006901597848441701,0.012118335706375565,-0.030751990718768135
-0.07336787428149623,0.16979644571006744,-0.11544850498338954,-0.015637030005801158,0.22203501555661076,0.005707166587564723,0.2604769814902711,0.08865290302167404,-0.026443600696092927,0.42442783314876464
0.0061184939091915745,0.012536254812002282,0.0007620102304487697,-0.005982703158782882,-0.014404366397721875,-0.00030454042081947997,-0.02219321837262036,-0.0017362759057111168,0.0096780572694194,-0.04427437641723356
0.0056544323155618805,-0.005940515741180195,0.013552707904867366,-0.006003796867584239,-0.007860043242103043,2.2412065601441242e-05,-0.014857881136950897,0.0016901334177081707,-0.0028832463217845225,-0.0431748668459632
-0.008682697885355695,-0.01615778094183409,0.021552496967779358,-0.004409903496282237,-0.009726836471022533,-0.00029399356641880307,-0.011503981437536252,-0.0003915519696250577,-0.004666983072298681,-0.025519432579233246
-0.006751305173232088,-0.011394557823129259,0.011072878763908656,-0.003458049886621311,-0.005008437483520539,-0.0006473131888414178,-0.009717607973421919,-0.0060037968675842384,0.0010151347360649722,-0.028907609555450096
0.04036676686178322,0.5134591045720627,-0.2367188735959515,-0.011051785055107642,0.03980382850814733,0.004030216737857543,0.1427055318251333,0.04549649317091177,-0.09469756895006147,0.49680562147339763
-0.008289827558930552,-0.006842271792437905,0.00923772609819121,-0.004209513262669406,-0.004512735326688811,-0.00022543901281441248,-0.01092258608869905,-0.002852924115382591,0.0013078099456837067,-0.03249090333807943
-0.01799820703475188,0.014070822127300502,-0.002731635289774825,-0.008227864789326581,0.005022939408321478,0.0003744133312239704,-0.002366450456151446,0.003593840637030016,-0.01703580657069029,-0.03450271581500818
0.008610188261351053,-0.0485682645151083,0.03780651795601959,-0.0050123925539208,-0.008092074038917901,-7.910140800506323e-05,-0.002021040974529353,-0.0033446712018140624,0.0016294890049042814,-0.04072931498180668
-0.007931234509307595,-0.02274165480145544,0.02710014238253439,-0.0037797289458419074,-0.010370194589463689,-0.0003889152560248783,-0.015830828455413174,-0.004039445235458527,0.007633285872488529,-0.029452090913884947
0.008626008542952063,-0.03432737436059691,0.032908822443706146,-0.006332067710805256,-0.009983916047038978,0.0003625481200232039,-0.009794072667826817,0.00011469704160733447,0.00526419870273691,-0.04663950851658494
-0.009678057269419388,-0.024941992300796266,0.027238569846543253,-0.004481094763486796,-0.005497547856351845,5.405262880346599e-05,-0.0025773875441649596,-0.003948478616252706,0.0011403786320729873,-0.037109107208774986
-0.01140114960712967,-0.018311975953171945,0.022617729262247522,-0.005058535041923749,-0.005643885461161208,-0.0002610346464167017,-0.009086115066181516,-0.00028344671201814396,0.00916653483098666,-0.041538786057058484
0.008764436006960925,-0.035128935295048215,0.03310393925011863,-0.006512682592416816,-0.0093735168485999,0.0003295892000211013,-0.010295048251858884,-0.004183146126667718,-0.0033538996994146495,-0.03315140009492172
-0.046218952697358054,-0.1308245003427727,0.06977271528766549,-0.021988873068607345,0.030090175605125835,0.002247798344143858,0.06946026472604554,0.014583662922533385,-0.06877735590360193,0.02185440067499867
-0.011079470547909082,-0.03116199968359433,0.03159705742762219,-0.004755312977904338,-0.009983916047038981,-0.0005022939408321409,-0.012712914623213617,-8.832990560565447e-05,0.0053630754627432406,-0.026476559616094533
-0.009478985392606656,-0.021916363444602627,0.021133259505352515,-0.004544375889890839,-0.010884353741496596,-0.001145652059273319,-0.012250171386384004,-0.0018931603649211704,0.008395296102937303,-0.027216157780941844
-0.01138664768232876,0.008407161314138033,0.0027896429889785355,-0.005514686494752928,-0.011832252280757254,-0.0004192374624268188,-0.0152454780361757,-0.001219480040078049,0.004351895797078531,-0.02973158255550283
-0.010161894215050355,-0.01746295417391762,0.019622422612455826,-0.0049187892211148,-0.007720297421294099,8.30564784053232e-05,-0.004139640352264934,0.0021686969361387988,0.000750145019248011,-0.03802141011443339
0.017379897695512316,0.09978378948478599,-0.08679665664715497,-0.010164530928650488,-0.003576701998628866,-0.0003638664768232685,-0.005835047197173408,0.00973342825502298,-0.01879581289880295,-0.061165163739914576
0.00476058640510467,0.004529873965089887,0.003356536413014816,-0.004668301429098756,-0.01259426251120603,-0.00030454042081947406,-0.016056267468227598,-0.004296524811474977,0.0007778305120497949,-0.03530559510625957
-0.008637873754152814,-0.023130570057480343,0.023154300479881866,-0.0038179612930443465,-0.005672889310763069,-0.0004047355376258978,-0.007098033011654268,-0.002837103833781578,0.001368454358487585,-0.032724252491694375
0.007874545166903968,-0.042933607551547695,0.04377208247640138,-0.004970205136318099,-0.011775562938353643,-0.001298581448083103,-0.013378684807256227,-0.010032695248642098,0.010447977640668666,-0.03750593260560039
0.007043980382850812,-0.033887043189368735,0.034666192058218616,-0.0047144439171017335,-0.006916099773242631,-3.295892000210499e-05,-0.007821810894900588,-0.004271476032273373,-0.006113220481991246,-0.03775378368401625
-0.008070980330116547,-0.010915994304698624,0.019953330169277004,-0.004048673733059115,-0.009014923798976955,-0.0005866687760375443,-0.013208616780045347,-0.0015886199441016628,-0.0007712387280493595,-0.03154827822601909
-0.007816537467700255,-0.02162632494858407,0.019391710172441057,-0.0035674735010283215,-0.00881453356536413,-0.0003625481200231956,-0.009807256235827658,-0.001245847176079739,0.003585930496229507,-0.02953778410589043
0.006295153720402891,-0.0246783209407794,0.026787691820914398,-0.005293202552338763,-0.009941728629436269,3.559563360229615e-05,-0.00900042187417602,0.0027144966513737313,-0.018545325106786904,-0.0281746031746032
-0.009924589991035175,-0.009099298634182348,0.015845330380214098,-0.0049082423667141245,-0.00958840900701366,-0.00017402309761112414,-0.008697199810156618,-0.004057902230659705,0.00814480831092127,-0.03734113800558985
-0.00933396614459737,-0.029318936877076384,0.026628170648104185,-0.0038878342034488252,-0.006651110056425672,-0.00029794863681906593,-0.007223276907662285,-0.00016347624321046361,0.004427042134683338,-0.033979328165374696
0.11713995675789701,0.27949823340188834,-0.1106655065126832,-0.01801139060275317,0.1522952591889473,0.004703897062700561,0.2497600590623852,0.002914886884985958,0.03142039761641068,0.2311435426883941
-0.010822390971892635,-0.016971207087486152,0.022533354427042122,-0.005136318093128728,-0.007340610662869803,-0.000523387649633484,-0.012981859410430834,-0.004437588989084011,0.004409903496282243,-0.028530559510625955
0.009249591309391977,-0.03976295944734479,0.03156146179401992,-0.0065878289300216305,-0.007506723619680438,-4.614248800294696e-05,-0.011169118810314824,-0.002017085904129095,0.000686863892843958,-0.03420872224858937
0.0066735221220271005,-0.01646100300585349,0.01920714022042925,-0.005748035648367872,-0.009333966144597373,0.00026103464641670694,-0.014844697568950058,-0.0003744133312239628,0.004610293729895057,-0.0437905394716026
0.010283183040658136,-0.09305094130675508,0.07321230817908551,-0.007444760850076486,-0.009157306333386081,-0.0005629383536360379,-0.007344565733270061,-0.0043505774402784496,0.005402626166745753,-0.026787691820914443
0.005671570953962973,0.001215524969677776,-0.00044296788482835555,-0.006151452829193679,-0.010529715762273895,-0.00011997046880766807,-0.015535516532194277,-0.00015161103200969525,-0.002305806043347562,-0.031450719822812855
0.0090953435637821,-0.06283420344882129,0.04224015187470333,-0.005399989453145612,-0.002839740547381759,-0.00012524389600802337,-0.00199335548172758,7.91014080050033e-06,0.001965669988925797,-0.0399172071929547
-0.007223276907662289,-0.013058324104835725,0.012244897959183666,-0.003385540262616672,-0.00941174919580235,-0.0009637188208616622,-0.014603438274534624,-0.00475663133470443,0.009641143279017035,-0.028284026789010187
-0.013841428044085856,0.02948768654748714,-0.003365764910615403,-0.005278700627537823,-0.0022886674049464604,-0.0010467752992669782,-0.02073775246532721,-0.006734166534830983,0.003875968992248075,-0.03987106470495174
0.11596661920582199,0.28884670147128677,-0.08269656699889313,-0.018064124874756605,0.0969967832094077,0.005668934240362312,0.19786030691346349,0.029943838000316032,0.07715815008173812,0.22851869429942617
0.008164583662922536,-0.04978247112798602,0.04537124927490373,-0.004843642883510003,-0.008751252438960088,-0.000731688024046827,-0.018492590834783516,-0.004135685281864689,0.01018694299425196,-0.03678610979275432
-0.02283262142066127,0.01816695670516267,-0.0014356905552918783,0.04614248800295304,-0.012372778568791848,0.0002966302800190022,-0.024095607235142116,-0.001471286188894153,-0.007262827611664813,-0.05493592785951587
0.012504614248800292,-0.04630069081896317,0.036228444866318585,-0.021830670252597162,0.005980066445182713,0.0001687496704107947,-0.00226625533934504,0.001053367083267406,-0.007194273058060434,-0.03814401729684122
-0.0069213732004429675,-0.018398987501977517,0.023457522543901273,-0.003363128197015244,-0.010335917312661504,-0.0003190423456204051,-0.018049622949955185,-0.0033512629858144832,0.004243790539471612,-0.02676264304171281
-0.0351381637926489,0.09870273690871685,-0.07027105415809735,-0.009812529663027965,-0.01890259979960975,-0.0005365712176343093,-0.022012603491008812,-0.004939882929916143,0.02672836576491067,-0.023618362073511527
