male,supplemental_o2_duration,hospital_stay,sga,m24_ec_ss,m24_cong_ss,m24_rc_ss,m24_fm_ss,m24_gm_ss,m_chat_r
0.0005181142224331601,-0.0028608342561830913,0.0035424247218267166,-0.00037309497442387804,-0.0038575119970468835,0.0007026841744449731,-0.0031060486209987877,-0.0009188946896588105,0.003550334862627224,-0.020452987396508995
-0.0011561989136739958,-0.0006328112640404996,0.0007171860992458984,-0.0002109370880134978,-0.0035094658018246074,0.0007369614512471678,-0.004437588989084006,-0.0015991667985023462,0.0033248958498127957,-0.016488688498655278
0.0006895006064441289,-0.002647260454569423,0.0021225544481358444,-0.00037045826082370947,-0.0022675736961451265,0.0002083003744133317,-0.003446184675420557,-0.0003295892000210944,0.005175868797131259,-0.022390971892633026
-0.0011944312608764436,-0.0035476981490270526,0.0029755312977904342,-0.00035727469282286574,-0.0036795338290354918,0.0007185044560459861,-0.003829826504245109,-0.0007356430944470817,0.003521331013025367,-0.017126773189896114
-0.0011034646416706211,-0.0001384274640088597,0.0006156726256394026,-0.00014106417760902795,-0.0030889099825976906,0.00010151347360649917,-0.003306438854611613,-0.0008041976480514686,0.0024626905025576145,-0.017853187786742608
-0.0017125454833096026,-0.0007435532352475856,0.00046669830722986843,-0.00019511680641248663,9.228497600590659e-05,0.000636766334440754,-0.0033736750514159163,-0.0008186995728523976,0.002586616041765545,-0.02019458946369246
0.0004390128144280985,-0.003904972841849915,0.0035266044402257036,-0.00034936455202236007,-0.00379027580024258,0.0007778305120497822,-0.002896429889785372,-0.0001318356800084379,0.0033525813426145672,-0.020278964298897858
0.0004904287296313875,-0.0020276327585297678,0.0018430628065179552,-0.00022412065601434207,-0.0035740652850287406,0.0009188946896588119,-0.004032853451458102,-0.0017375942625112064,0.0011140114960712982,-0.016025945261825665
-0.001943257923324366,-0.003299847070611185,0.0025312450561620005,0.004846279597110159,0.0007620102304487677,0.0005708484944365341,-0.0055740125507567385,-0.0011983863312766975,0.004078995939461058,-0.024029689395137905
-0.0014066867056900263,-0.0045114169698887265,0.0022267046353425094,-0.00036782154722354165,0.0009386700416600743,0.00019907187681274073,-0.0030836365553973547,-0.0008279280704529884,0.004172599272267048,-0.020595369930918105
0.00039682539682539726,-0.0017995570321151706,0.001313083372884037,-0.00026630807361704235,-0.0034448663186204737,0.0007989242208511335,-0.003931339977851607,-0.0007712387280493597,0.0032075620946052865,-0.018758898908400573
-0.001243210462479564,-0.004543057533090751,0.0047869535411063655,-0.00028212835521805655,-0.002830512049781156,8.437483520540042e-05,-0.0033763117650160855,-0.0009755840320624376,0.004221378473870169,-0.019097716606022257
0.0004179191056267478,-0.004363761008279278,0.003882560776248484,-0.0003744133312239627,-0.0016545377841058915,0.00016479460001054795,-0.0037665453778410597,-0.0014726045456942484,0.004226651901070509,-0.020315878289300218
-0.03295760164530933,0.0010059062384644019,-0.030900965037177753,-0.01478932658334651,0.032877181880504196,-0.00739334493487317,0.027783051204978166,0.007707113853293282,-0.030335389969941538,0.023747561039919887
