male,supplemental_o2_duration,hospital_stay,sga,m24_ec_ss,m24_cong_ss,m24_rc_ss,m24_fm_ss,m24_gm_ss,m_chat_r
0.0882029297104304,0.035622673404288326,-0.015106694099389908,-0.003962454520525008,-0.5181674875887037,-0.060493693743149626,0.17603720984194,0.018832873041168777,-0.012449283807115838,0.44547499461393136
-0.06352091072265736,-0.108480263385796,0.006757396815029848,-0.003962454520525008,-0.47352988812781427,-0.05690318011026338,-0.17996246642201466,-0.006442339470485663,-0.018872625390776752,-0.14084157923816665
0.13350213467017713,-0.2113673677443698,0.0025804961735296727,-0.006636955398044576,0.27219547339271016,-0.034001661431108075,0.17275658980563238,-0.0020409696234423118,-0.0170643533565423,0.27275866556035344
-0.09713583303339764,0.21362609398124208,-0.03710063639242487,-0.003962454520525008,-0.476793737141301,-0.055906848218913126,-0.21902190065405835,-0.007742758004967737,-0.01860150645887744,0.40397763867990344
-0.06352091072265736,-0.07030160844415534,0.007123076206378193,-0.003962454520525008,-0.45650211982058087,0.005857895628765243,0.018894053862675474,-0.004869759369437268,-0.012048623429505786,-0.14522834163371542
-0.15755027848196196,-0.12330082283698042,0.01207942324744619,-0.017600240131073627,0.7329279112284166,-0.07893950050185498,0.09949272996305045,0.005325902152479568,-0.0031859063221941126,-0.2519945147294866
0.03898855026449158,0.018810260788588502,-0.03946709061068361,-0.003962454520525008,-0.5098578670945307,0.007018213445159901,0.06985476423757146,0.06681582464820832,-0.012720402739015157,-0.3233873508305833
0.051142307035631614,-0.04912460353956773,0.0046034921553840735,-0.003962454520525008,-0.5468288755436934,-0.0556767035871449,-0.1796205766041276,-0.006442339470485663,-0.012077839992376525,-0.21973373551976277
-0.1609925104233994,-0.0826854919598869,0.005581097849457287,0.1683286893569647,0.8793323468757537,-0.05286617859190851,-0.13299686711848563,-0.03402205149768357,-0.018039306492340656,-0.18798946329923072
-0.1011325500510925,0.2227549181601422,0.02530194026245649,-0.017600240131073627,0.619161476545009,-0.055763683372620075,0.0739483128080682,0.009003942136113139,-0.01792146578957378,-0.29214710273484784
0.048313724062971984,-0.10368891229361024,0.0046034921553840735,-0.003962454520525008,-0.540115555818185,-0.05674622298873241,-0.18005344788441563,-0.009298803543018352,-0.012749619301885895,-0.16402352945465154
-0.05127617851858348,0.03220116215094585,-0.09677842750613269,-0.003962454520525008,-0.4319839951502656,0.005019379350331723,0.013112499691796564,-0.001869179408447126,-0.018341607815039077,-0.2613694615344202
0.10704245492473106,0.45027280316225565,-0.06118127887709584,-0.006636955398044576,0.16961216752722702,-0.032857969695647755,-0.05782446757115969,0.013623725569502346,-0.016953853133501652,0.37213759807355656
-0.21624703169692708,-0.2229513395679684,-0.0171750699524173,-0.00505763665761926,0.8378783213457905,0.4040309197170394,0.2958408832458702,-0.04172556249465649,0.00489415659219334,0.4246442407390533
0.048313724062971984,-0.1027109693863169,0.007016979522844016,-0.003962454520525008,-0.5218919715945287,0.008001966145368973,-0.17727272669879446,-0.008102058615387429,-0.018872625390776752,-0.1495694126153514
0.048313724062971984,-0.09226941643857141,0.004969171546732417,-0.003962454520525008,-0.5019919308497305,0.008592097647785235,0.004058141429428129,-0.027401995936151814,-0.012048623429505786,-0.1564704932103749
-0.06696314266409485,-0.0475130162207396,-0.040301960259852034,-0.003962454520525008,-0.4384028400090089,0.01021908209990953,0.0028100606042957064,0.0675284128060815,-0.012048623429505786,-0.18731005180468024
-0.06696314266409485,-0.05479658242338517,0.02034559322138848,-0.003962454520525008,-0.4696428531345911,-0.05611305121285451,0.01792118445318488,-0.0037934105884829205,-0.012048623429505786,-0.1861952337086372
