male,supplemental_o2_duration,hospital_stay,sga,m24_ec_ss,m24_cong_ss,m24_rc_ss,m24_fm_ss,m24_gm_ss,m_chat_r2f
0.028829139807299325,-0.052420862497671625,-0.021974561218999464,-0.0011079725767608717,-0.47000080602302896,-0.044897849942906576,0.045898316231209664,-0.01186158826534233,-0.02169816684193984,-0.00675224652859574
-0.028339834776659627,-0.20340530787882105,0.08903690334050515,-0.002121115536240306,-0.41821832935638203,-0.041608113006743386,-0.12048598140897492,-0.0193192215988651,-0.024695525329715872,-0.007085833595204862
0.012553460067738545,-0.31770854463514897,0.2113069528355974,-0.0014809991689932473,0.18753865675254347,-0.02930753495956915,0.04673456796824374,0.10834743395069693,-0.09314039132333929,-0.007310065060923033
-0.03403689739655472,0.11105421658342063,-0.007560593032868042,-0.0021804244759795885,-0.5076839220152173,-0.04144054152770547,-0.11583863614908034,-0.025001888929375146,-0.018124477633064878,-0.012268873177739406
-0.02596845822726887,-0.29855373854673445,0.14812898419611983,-0.002077803298295327,-0.46649178561857224,-0.05199873599050903,0.04771923185221252,-0.015920757505498966,-0.00018751340485196266,-0.007243901384283348
-0.14081993027862955,-0.1948607883833273,0.1225303693230632,-0.01829535238492032,0.6413489477874448,-0.20180819872402242,0.023474452660723497,0.04698136428397337,0.006872989086578506,-0.023682116346612953
0.026387745120720958,0.1363203606942033,-0.019944588173568614,-0.0010650189942140204,-0.45336400419724976,-0.054018915203544064,-0.0011357003245202107,0.1335435225806881,-0.01790286144808912,-0.007109598818491892
0.028164892893076995,-0.09618436457990749,0.008859127994061355,-0.0010717547667210038,-0.4901473504023926,-0.045275944644412675,-0.08680956370492907,-0.018825243137574645,-0.0036780874982203014,-0.013747126636107247
-0.07851550118389247,-0.10296187772403687,-0.010305755347221814,0.08663530400180042,0.7194681462769452,-0.2029177824104236,-0.07490701417623229,0.02703924535093964,-0.057165916945334,-0.014857525319820337
-0.10962107979694183,0.1059521113755708,-0.019395345947944807,-0.00722440732119177,0.37612658581383274,-0.37333854942465106,0.020406113097945218,0.025751478432486367,0.026735049207771464,-0.0094361444996637
0.017757697477773247,-0.12580692163136153,0.1282735281899337,-0.0011080401976876805,-0.4780741519899372,-0.047898285079824514,-0.20918522491409786,-0.028295859342811557,-0.022439217905373527,-0.014308986945436801
-0.03636371326988927,-0.07621689598280863,0.10603253597036344,-0.0021862374556294497,-0.34139976719297616,-0.0831188479260245,0.047367847091987623,-0.004414603972535176,-0.007403110431250247,-0.007371576143930827
0.026440739934173018,0.2076697375993654,-0.12958790247358629,-0.0014374225801048052,-0.2101622683570484,-0.0741788591828704,0.05008692978269513,0.09413856081555065,-0.08063153864248467,-0.00788061890632149
-0.07200538070059516,-0.5439886681145569,0.06269438652306195,0.010320135282558979,0.42202218243106504,0.14721200288533853,0.24056718238087338,-0.2457235264112485,-0.057838854881022424,0.08140273301073594
0.020682190654082614,-0.21631827084436436,0.08768901274060148,-0.0009782407425328462,-0.47274327784364656,-0.053890706669256265,-0.07317590305529875,0.014760482698120629,-0.029162455251886973,-0.015741675287221427
0.012966206795156417,-0.3555060851255073,0.12203632378556317,-0.0010718223876478126,-0.3682703891965455,-0.014400989439086884,-0.008552259978256534,0.1012520891930741,-0.006714197734026423,-0.006530877507808875
-0.040843892083084234,-0.04932518410274156,-0.04371387201649705,-0.002276681610251153,-0.35588505092320866,-0.044051792926438765,-0.0038097719763005556,0.12942700948269262,-0.0068907611760448025,-0.004490763740111484
-0.035959590708094555,-0.048064699741304395,0.33649266173347125,-0.0023008446961371963,-0.3659618634951521,-0.05434871459507113,0.13649670545017947,-0.0077327570593779165,-0.001819204219874166,-0.005427113286936735
0.033492987257054165,0.4720718624515512,0.016468380180529,0.0150861540931698,1.1478091689573784,0.2095114285875075,0.25848632387575793,0.050145807887667634,0.13724165730309218,0.13042141844034558
-0.02622449868602794,0.002478718686645363,0.4061871627607474,-0.002593775106900663,0.4773799437289086,-0.03315107197947324,0.14387761798791956,0.14114100122955298,0.1083810187726234,-0.005814758907117441
-0.14081993027862955,-0.19730803431923055,0.08060548525338038,-0.00721129690176212,0.5625896922413474,-0.09912671058654252,0.010626987782989898,-0.006065175216032392,0.002631367646638615,-0.023892020789844422
0.026775043617551043,0.5336587392385688,-0.013433581043387939,-0.0010587772497100568,-0.28217228612125833,-0.07065257446050976,0.03961407408641116,-5.831342122266263e-05,-0.003407463580554076,-0.00787923703947829
-0.03950239471504322,0.09700015311218434,0.014507046958183289,-0.0021862374556294497,-0.518524491045069,-0.05846067125613328,-0.07952571904448119,-0.024477254928683977,-0.02250604365211718,-0.019406425727373826
0.02207821265822783,-0.07584329984701874,-0.04052235036621857,-0.001658468714394973,-0.5290378582346842,0.11602198561995496,-8.150316319189868e-05,0.15486635583355374,-0.028240798488199808,-0.004113733982605362
-0.02674237142512751,-0.04355832636690073,-0.1871612288964281,-0.0024423108401189653,0.006211733710438123,0.12652339702448118,0.05419270287744806,0.16204498923534186,0.09707008517726605,-0.004269164745957259
-0.035705780900606394,-0.01825835024909346,-0.1054646242744454,-0.0026042338025121644,-0.18807013767343222,-0.03497829027369104,0.008982179340249925,-0.09882612257587524,-0.041074549853548505,-0.004491427842086053
0.022057563163282324,-0.0815020519269489,-0.04096772406523054,-0.0012206603196817044,-0.6278304517466519,0.11862315981046886,0.04622817323070622,0.00798454098366292,-0.012419675040016719,-0.00487675015212535
-0.034853552234656145,0.19629285806943003,0.052136130505361956,0.010041925435780806,0.7237525769002068,0.9287050019170133,0.2756554294843071,0.1797441860438518,0.10731516963907346,-0.006392621105674215
